"id","title","artists_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country","",""
"23","+57","[790FomKkXshlbRYZFtlgla, 2LRoIwlKmHjgvigdNGBHNo, 6ndLrsgT3MV5CNxIrW71fw, 3m5qlPf2OkihLz3dRYnkPA, 1vyhD5VmyZ7KMfW5gqLgo5, 1r4hJ1h58CWwUQe3MxPuau, 7j6DKwmjbxvpQO8h914uEz, 1TA5sGRlKUJXBN4ZyJuDIX]","0.848","0.712","1","-3.574","0","0.0981","0.22100","0.000000","0.1060","0.692","91.980","audio_features","3mg9jYNC1NihbthlglzrWP","spotify:track:3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP","https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP","298131","4","Honduras","",""
"24","Feliz Cumpleaños Ferxxo","[2LRoIwlKmHjgvigdNGBHNo]","0.865","0.573","5","-5.501","1","0.0678","0.08630","0.000000","0.3050","0.563","94.999","audio_features","2CeKVsFFXG4QzA415QygGb","spotify:track:2CeKVsFFXG4QzA415QygGb","https://api.spotify.com/v1/tracks/2CeKVsFFXG4QzA415QygGb","https://api.spotify.com/v1/audio-analysis/2CeKVsFFXG4QzA415QygGb","155960","4","Honduras","",""
"25","LA CANCIÓN","[1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X]","0.756","0.646","7","-5.795","1","0.3190","0.15200","0.000018","0.1080","0.429","176.088","audio_features","0fea68AdmYNygeTGI4RC18","spotify:track:0fea68AdmYNygeTGI4RC18","https://api.spotify.com/v1/tracks/0fea68AdmYNygeTGI4RC18","https://api.spotify.com/v1/audio-analysis/0fea68AdmYNygeTGI4RC18","242573","4","Honduras","",""
"26","El Perdedor","[1qto4hHid1P71emI6Fd8xi]","0.779","0.589","5","-10.645","1","0.0345","0.33200","0.000000","0.1200","0.894","128.044","audio_features","27ze5t5tIDPlVits0KRbxT","spotify:track:27ze5t5tIDPlVits0KRbxT","https://api.spotify.com/v1/tracks/27ze5t5tIDPlVits0KRbxT","https://api.spotify.com/v1/audio-analysis/27ze5t5tIDPlVits0KRbxT","215213","4","Honduras","",""
"27","un x100to","[6XkjpgcEsYab502Vr1bBeW, 4q3ewBCX7sLwd24euuV69X]","0.571","0.720","9","-4.089","1","0.0458","0.21300","0.000000","0.2710","0.542","83.827","audio_features","2yzshFeBIwH8tWIqHEFLeD","spotify:track:2yzshFeBIwH8tWIqHEFLeD","https://api.spotify.com/v1/tracks/2yzshFeBIwH8tWIqHEFLeD","https://api.spotify.com/v1/audio-analysis/2yzshFeBIwH8tWIqHEFLeD","194563","4","Honduras","",""
"28","SE ME OLVIDA","[6B1hSmaLdOvChinK2Z7gfi, 2LRoIwlKmHjgvigdNGBHNo]","0.786","0.707","7","-4.386","0","0.0635","0.03990","0.000000","0.1210","0.691","82.045","audio_features","2gmd7lY3QSzLh0xIY4cRvi","spotify:track:2gmd7lY3QSzLh0xIY4cRvi","https://api.spotify.com/v1/tracks/2gmd7lY3QSzLh0xIY4cRvi","https://api.spotify.com/v1/audio-analysis/2gmd7lY3QSzLh0xIY4cRvi","225373","4","Honduras","",""
"29","QUEMA","[7j6DKwmjbxvpQO8h914uEz, 12GqGscKJx3aE4t07u7eVZ, 18dspUI6gqabm5XCC2RcUD]","0.819","0.861","0","-3.322","1","0.0491","0.02860","0.000836","0.0676","0.905","97.014","audio_features","0zNMdrDEs5N0JPQ7RYQZln","spotify:track:0zNMdrDEs5N0JPQ7RYQZln","https://api.spotify.com/v1/tracks/0zNMdrDEs5N0JPQ7RYQZln","https://api.spotify.com/v1/audio-analysis/0zNMdrDEs5N0JPQ7RYQZln","150928","4","Honduras","",""
"30","Es un Secreto","[2jSGzJw0ebJLu7OLVSOcBP]","0.841","0.774","6","-4.963","0","0.0421","0.11700","0.000003","0.0674","0.494","95.006","audio_features","3KZCP2StVGdWkOKyRZNWA4","spotify:track:3KZCP2StVGdWkOKyRZNWA4","https://api.spotify.com/v1/tracks/3KZCP2StVGdWkOKyRZNWA4","https://api.spotify.com/v1/audio-analysis/3KZCP2StVGdWkOKyRZNWA4","192120","4","Honduras","",""
"31","Ohnana","[3UTF2no3muGdiFXVujl94i]","0.775","0.581","1","-3.621","0","0.1080","0.61700","0.000008","0.0957","0.658","104.977","audio_features","1fTjqf10accJCDYstPwwZ6","spotify:track:1fTjqf10accJCDYstPwwZ6","https://api.spotify.com/v1/tracks/1fTjqf10accJCDYstPwwZ6","https://api.spotify.com/v1/audio-analysis/1fTjqf10accJCDYstPwwZ6","156577","4","Honduras","",""
"32","Los Infieles","[1qto4hHid1P71emI6Fd8xi]","0.745","0.716","9","-8.221","0","0.0411","0.20200","0.000000","0.0590","0.817","132.932","audio_features","0HDHY6RSHHG2ZTE0cMT4GJ","spotify:track:0HDHY6RSHHG2ZTE0cMT4GJ","https://api.spotify.com/v1/tracks/0HDHY6RSHHG2ZTE0cMT4GJ","https://api.spotify.com/v1/audio-analysis/0HDHY6RSHHG2ZTE0cMT4GJ","257187","4","Honduras","",""
"33","Según Quién","[1r4hJ1h58CWwUQe3MxPuau, 66ihevNkSYNzRAl44dx6jJ]","0.909","0.762","9","-3.974","1","0.0643","0.43400","0.000000","0.0856","0.843","101.987","audio_features","4bw8mcDUSRWfQo63ZTYRnU","spotify:track:4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/tracks/4bw8mcDUSRWfQo63ZTYRnU","https://api.spotify.com/v1/audio-analysis/4bw8mcDUSRWfQo63ZTYRnU","142335","3","Honduras","",""
"34","Hace Mucho Tiempo","[4SsVbpTthjScTS7U2hmr1X]","0.676","0.786","8","-5.563","0","0.0610","0.61400","0.000032","0.1170","0.767","89.998","audio_features","0a6ogDrZBvYgDjILgsQVaJ","spotify:track:0a6ogDrZBvYgDjILgsQVaJ","https://api.spotify.com/v1/tracks/0a6ogDrZBvYgDjILgsQVaJ","https://api.spotify.com/v1/audio-analysis/0a6ogDrZBvYgDjILgsQVaJ","171227","4","Honduras","",""
"35","More","[1pgDilWYDWLoOgGjf1iHNu, 5lFhCi03HDneWzvCxGctrT, 4DYFVNKZ1uixa6SQTvzQwJ]","0.687","0.778","1","-6.623","0","0.1010","0.20900","0.000000","0.1170","0.865","172.047","audio_features","0AAl3LtvIhEilWXZmYHeh5","spotify:track:0AAl3LtvIhEilWXZmYHeh5","https://api.spotify.com/v1/tracks/0AAl3LtvIhEilWXZmYHeh5","https://api.spotify.com/v1/audio-analysis/0AAl3LtvIhEilWXZmYHeh5","240733","4","Honduras","",""
"36","Mírame","[1TA5sGRlKUJXBN4ZyJuDIX, 3m5qlPf2OkihLz3dRYnkPA]","0.717","0.656","7","-4.449","1","0.0797","0.14100","0.000030","0.0661","0.695","175.956","audio_features","2btNsI4OvcVl7SAHQQDHFB","spotify:track:2btNsI4OvcVl7SAHQQDHFB","https://api.spotify.com/v1/tracks/2btNsI4OvcVl7SAHQQDHFB","https://api.spotify.com/v1/audio-analysis/2btNsI4OvcVl7SAHQQDHFB","157453","4","Honduras","",""
"37","Orion","[2NfSBtmWe7oPw1EmetJVso, 0zO8yNnw5GQgutcIyXfGBY]","0.857","0.705","1","-4.775","1","0.1830","0.32200","0.002490","0.1970","0.874","105.011","audio_features","5pVJ3IlnpIorU44oXizzG5","spotify:track:5pVJ3IlnpIorU44oXizzG5","https://api.spotify.com/v1/tracks/5pVJ3IlnpIorU44oXizzG5","https://api.spotify.com/v1/audio-analysis/5pVJ3IlnpIorU44oXizzG5","240964","4","Honduras","",""
"38","Solos (feat. Plan B)","[3LKXWvXFWrkwUzJWxzwVpW, 2jSGzJw0ebJLu7OLVSOcBP]","0.714","0.714","9","-5.275","0","0.0732","0.54300","0.000000","0.3370","0.951","83.997","audio_features","2ItA7kOg5NH6AygzU30sEv","spotify:track:2ItA7kOg5NH6AygzU30sEv","https://api.spotify.com/v1/tracks/2ItA7kOg5NH6AygzU30sEv","https://api.spotify.com/v1/audio-analysis/2ItA7kOg5NH6AygzU30sEv","188827","4","Honduras","",""
"39","APT.","[3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C]","0.777","0.783","0","-4.477","0","0.2600","0.02830","0.000000","0.3550","0.939","149.027","audio_features","5vNRhkKd0yEAg8suGBpjeY","spotify:track:5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY","169917","4","Honduras","",""
"40","Presidente","[6Sbl0NT50roqWvy746MfVf, 0elWFr7TW8piilVRYJUe4P, 0pePYDrJGk8gqMRbXrLJC8, 6pV5zH2LzjOUHaAvENdMMa]","0.732","0.827","11","-4.152","1","0.0585","0.12300","0.000000","0.1170","0.584","105.145","audio_features","4OLT65TRsOx3Iv1TlCcQVb","spotify:track:4OLT65TRsOx3Iv1TlCcQVb","https://api.spotify.com/v1/tracks/4OLT65TRsOx3Iv1TlCcQVb","https://api.spotify.com/v1/audio-analysis/4OLT65TRsOx3Iv1TlCcQVb","181065","1","Honduras","",""
"41","Que Onda","[6dLuQ5qXxIuWc5urxfIiZR, 2rmkQLzj0k4nZdQehOUByO, 0ys2OFYzWYB5hRDLCsBqxt]","0.808","0.944","10","-4.863","0","0.0408","0.18300","0.000001","0.1380","0.937","124.934","audio_features","6uIIdjYTxxpWOyWuVXrKQO","spotify:track:6uIIdjYTxxpWOyWuVXrKQO","https://api.spotify.com/v1/tracks/6uIIdjYTxxpWOyWuVXrKQO","https://api.spotify.com/v1/audio-analysis/6uIIdjYTxxpWOyWuVXrKQO","191467","3","Honduras","",""
"42","AY MAMÁ","[5eumcnUkdmGvkvcsx1WFNG, 6XkjpgcEsYab502Vr1bBeW]","0.666","0.764","4","-6.297","0","0.1160","0.36600","0.000000","0.3470","0.729","148.853","audio_features","2lAUq68F2bt7Kc218n9FPp","spotify:track:2lAUq68F2bt7Kc218n9FPp","https://api.spotify.com/v1/tracks/2lAUq68F2bt7Kc218n9FPp","https://api.spotify.com/v1/audio-analysis/2lAUq68F2bt7Kc218n9FPp","163115","4","Honduras","",""
"43","PIÉNSALO","[7Gi6gjaWy3DxyilpF1a8Is]","0.716","0.536","2","-7.798","0","0.0328","0.45200","0.000000","0.2080","0.359","97.541","audio_features","4ZOkfHC38nxSeSqzGE5HFr","spotify:track:4ZOkfHC38nxSeSqzGE5HFr","https://api.spotify.com/v1/tracks/4ZOkfHC38nxSeSqzGE5HFr","https://api.spotify.com/v1/audio-analysis/4ZOkfHC38nxSeSqzGE5HFr","240669","3","Honduras","",""
"44","LA FALDA","[7iK8PXO48WeuP03g8YR51W]","0.800","0.738","7","-4.260","1","0.0691","0.37200","0.008770","0.1900","0.267","103.008","audio_features","7iUtQNMRB8ZkKC4AmEuCJC","spotify:track:7iUtQNMRB8ZkKC4AmEuCJC","https://api.spotify.com/v1/tracks/7iUtQNMRB8ZkKC4AmEuCJC","https://api.spotify.com/v1/audio-analysis/7iUtQNMRB8ZkKC4AmEuCJC","174230","4","Honduras","",""
"45","Regalo De Dios","[1bfl0AU8SqmLkElptOprhC]","0.792","0.516","4","-6.097","0","0.0270","0.19700","0.000000","0.0855","0.916","108.939","audio_features","51qYdMBxt9mFbtZBzq1Yfi","spotify:track:51qYdMBxt9mFbtZBzq1Yfi","https://api.spotify.com/v1/tracks/51qYdMBxt9mFbtZBzq1Yfi","https://api.spotify.com/v1/audio-analysis/51qYdMBxt9mFbtZBzq1Yfi","185933","4","Honduras","",""
"46","The Astronaut","[5vV3bFXnN6D6N3Nj4xRvaV]","0.540","0.761","5","-5.356","1","0.0311","0.00446","0.000003","0.1370","0.215","124.988","audio_features","0h7QMc9ZRzA9QJrbEHytn2","spotify:track:0h7QMc9ZRzA9QJrbEHytn2","https://api.spotify.com/v1/tracks/0h7QMc9ZRzA9QJrbEHytn2","https://api.spotify.com/v1/audio-analysis/0h7QMc9ZRzA9QJrbEHytn2","282463","4","Honduras","",""
"47","BIRDS OF A FEATHER","[6qqNVTkY8uBg9cP3Jd7DAH]","0.747","0.507","2","-10.171","1","0.0358","0.20000","0.060800","0.1170","0.438","104.978","audio_features","6dOtVTDdiauQNBQEDOtlAB","spotify:track:6dOtVTDdiauQNBQEDOtlAB","https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB","https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB","210373","4","Honduras","",""
"48","Normal","[2LRoIwlKmHjgvigdNGBHNo]","0.709","0.560","4","-4.867","0","0.1710","0.03400","0.000000","0.3150","0.541","170.082","audio_features","0T2pB7P1VdXPhLdQZ488uH","spotify:track:0T2pB7P1VdXPhLdQZ488uH","https://api.spotify.com/v1/tracks/0T2pB7P1VdXPhLdQZ488uH","https://api.spotify.com/v1/audio-analysis/0T2pB7P1VdXPhLdQZ488uH","171880","4","Honduras","",""
"49","Un Millón de Primaveras","[4PPoI9LuYeFX8V674Z1R6l]","0.730","0.341","3","-8.521","1","0.0578","0.65400","0.000181","0.0926","0.822","100.558","audio_features","6j5LtifAnuTjTYvml61yFZ","spotify:track:6j5LtifAnuTjTYvml61yFZ","https://api.spotify.com/v1/tracks/6j5LtifAnuTjTYvml61yFZ","https://api.spotify.com/v1/audio-analysis/6j5LtifAnuTjTYvml61yFZ","173080","3","Honduras","",""
"0","Tu Boda","[3l9G1G9MxH6DaRhwLklaf5, 0ys2OFYzWYB5hRDLCsBqxt]","0.694","0.651","6","-6.968","1","0.0784","0.4960","0.000014","0.0787","0.471","112.648","audio_features","1cOboCuWYI2osTOfolMRS6","spotify:track:1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6","https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6","225881","3","Mexico","",""
"1","EL LOKERON","[5eumcnUkdmGvkvcsx1WFNG]","0.724","0.689","7","-7.174","0","0.0524","0.5730","0.000007","0.0922","0.936","120.208","audio_features","6X6m4xmdFcz31p1h7Qg68c","spotify:track:6X6m4xmdFcz31p1h7Qg68c","https://api.spotify.com/v1/tracks/6X6m4xmdFcz31p1h7Qg68c","https://api.spotify.com/v1/audio-analysis/6X6m4xmdFcz31p1h7Qg68c","146141","3","Mexico","",""
"2","DOS DÍAS","[5eumcnUkdmGvkvcsx1WFNG, 12GqGscKJx3aE4t07u7eVZ]","0.745","0.513","1","-9.116","1","0.0870","0.7830","0.000000","0.2160","0.929","109.935","audio_features","5lKFO0PrOC9jmOlPEdjHsL","spotify:track:5lKFO0PrOC9jmOlPEdjHsL","https://api.spotify.com/v1/tracks/5lKFO0PrOC9jmOlPEdjHsL","https://api.spotify.com/v1/audio-analysis/5lKFO0PrOC9jmOlPEdjHsL","154620","3","Mexico","",""
"3","Presidente","[6Sbl0NT50roqWvy746MfVf, 0elWFr7TW8piilVRYJUe4P, 0pePYDrJGk8gqMRbXrLJC8, 6pV5zH2LzjOUHaAvENdMMa]","0.732","0.827","11","-4.152","1","0.0585","0.1230","0.000000","0.1170","0.584","105.145","audio_features","4OLT65TRsOx3Iv1TlCcQVb","spotify:track:4OLT65TRsOx3Iv1TlCcQVb","https://api.spotify.com/v1/tracks/4OLT65TRsOx3Iv1TlCcQVb","https://api.spotify.com/v1/audio-analysis/4OLT65TRsOx3Iv1TlCcQVb","181065","1","Mexico","",""
"4","ESCAPATE","[5eumcnUkdmGvkvcsx1WFNG, 2rmkQLzj0k4nZdQehOUByO]","0.818","0.447","5","-10.247","0","0.0470","0.5140","0.000081","0.1870","0.693","120.090","audio_features","6HrALJOMsfPCCbUo5cJCON","spotify:track:6HrALJOMsfPCCbUo5cJCON","https://api.spotify.com/v1/tracks/6HrALJOMsfPCCbUo5cJCON","https://api.spotify.com/v1/audio-analysis/6HrALJOMsfPCCbUo5cJCON","145184","1","Mexico","",""
"5","AY MAMÁ","[5eumcnUkdmGvkvcsx1WFNG, 6XkjpgcEsYab502Vr1bBeW]","0.666","0.764","4","-6.297","0","0.1160","0.3660","0.000000","0.3470","0.729","148.853","audio_features","2lAUq68F2bt7Kc218n9FPp","spotify:track:2lAUq68F2bt7Kc218n9FPp","https://api.spotify.com/v1/tracks/2lAUq68F2bt7Kc218n9FPp","https://api.spotify.com/v1/audio-analysis/2lAUq68F2bt7Kc218n9FPp","163115","4","Mexico","",""
"6","LA PATRULLA","[12GqGscKJx3aE4t07u7eVZ, 6pV5zH2LzjOUHaAvENdMMa]","0.722","0.740","6","-7.220","0","0.0630","0.6800","0.000033","0.1760","0.893","132.731","audio_features","2aYZaN5SmkRDLsrrV8GkBQ","spotify:track:2aYZaN5SmkRDLsrrV8GkBQ","https://api.spotify.com/v1/tracks/2aYZaN5SmkRDLsrrV8GkBQ","https://api.spotify.com/v1/audio-analysis/2aYZaN5SmkRDLsrrV8GkBQ","130615","3","Mexico","",""
"7","Madonna","[0elWFr7TW8piilVRYJUe4P, 3l9G1G9MxH6DaRhwLklaf5]","0.732","0.873","0","-5.965","1","0.0321","0.0449","0.000803","0.3470","0.662","128.029","audio_features","5LhI8m7n8xlQmNe3b7Rwis","spotify:track:5LhI8m7n8xlQmNe3b7Rwis","https://api.spotify.com/v1/tracks/5LhI8m7n8xlQmNe3b7Rwis","https://api.spotify.com/v1/audio-analysis/5LhI8m7n8xlQmNe3b7Rwis","187088","3","Mexico","",""
"8","NEL","[0ys2OFYzWYB5hRDLCsBqxt]","0.690","0.482","7","-6.335","0","0.2000","0.5230","0.000400","0.0728","0.356","100.029","audio_features","5AH31dDNgxCMGDdxubNNn4","spotify:track:5AH31dDNgxCMGDdxubNNn4","https://api.spotify.com/v1/tracks/5AH31dDNgxCMGDdxubNNn4","https://api.spotify.com/v1/audio-analysis/5AH31dDNgxCMGDdxubNNn4","149074","4","Mexico","",""
"9","Rey Sin Reina","[1bfl0AU8SqmLkElptOprhC]","0.529","0.356","3","-6.612","1","0.0569","0.2900","0.000000","0.1360","0.659","169.653","audio_features","0BiDnJFB3TlRB6aji7jUz3","spotify:track:0BiDnJFB3TlRB6aji7jUz3","https://api.spotify.com/v1/tracks/0BiDnJFB3TlRB6aji7jUz3","https://api.spotify.com/v1/audio-analysis/0BiDnJFB3TlRB6aji7jUz3","150523","3","Mexico","",""
"10","PRIMO","[5eumcnUkdmGvkvcsx1WFNG, 0elWFr7TW8piilVRYJUe4P]","0.661","0.808","3","-6.280","0","0.0347","0.3550","0.000000","0.1310","0.700","144.886","audio_features","7AysIqSEDiwP4CUsAXJwrk","spotify:track:7AysIqSEDiwP4CUsAXJwrk","https://api.spotify.com/v1/tracks/7AysIqSEDiwP4CUsAXJwrk","https://api.spotify.com/v1/audio-analysis/7AysIqSEDiwP4CUsAXJwrk","164991","3","Mexico","",""
"11","PIÉNSALO","[7Gi6gjaWy3DxyilpF1a8Is]","0.716","0.536","2","-7.798","0","0.0328","0.4520","0.000000","0.2080","0.359","97.541","audio_features","4ZOkfHC38nxSeSqzGE5HFr","spotify:track:4ZOkfHC38nxSeSqzGE5HFr","https://api.spotify.com/v1/tracks/4ZOkfHC38nxSeSqzGE5HFr","https://api.spotify.com/v1/audio-analysis/4ZOkfHC38nxSeSqzGE5HFr","240669","3","Mexico","",""
"12","SANTAL 33","[12GqGscKJx3aE4t07u7eVZ, 3l9G1G9MxH6DaRhwLklaf5]","0.715","0.764","6","-6.064","0","0.0946","0.6660","0.000008","0.1480","0.735","125.095","audio_features","02cRoSfWU3RJNFyU3o4lhV","spotify:track:02cRoSfWU3RJNFyU3o4lhV","https://api.spotify.com/v1/tracks/02cRoSfWU3RJNFyU3o4lhV","https://api.spotify.com/v1/audio-analysis/02cRoSfWU3RJNFyU3o4lhV","189834","3","Mexico","",""
"13","Mejores Jordans","[5YqI7p8zYsOpKJtjxYdOce, 3l9G1G9MxH6DaRhwLklaf5]","0.669","0.583","1","-8.949","1","0.2690","0.6030","0.000003","0.1000","0.271","115.221","audio_features","1cZHUhGz7xJ8c4szDipipd","spotify:track:1cZHUhGz7xJ8c4szDipipd","https://api.spotify.com/v1/tracks/1cZHUhGz7xJ8c4szDipipd","https://api.spotify.com/v1/audio-analysis/1cZHUhGz7xJ8c4szDipipd","234716","4","Mexico","",""
"14","5-7","[5eumcnUkdmGvkvcsx1WFNG, 7Gi6gjaWy3DxyilpF1a8Is]","0.827","0.596","10","-8.360","1","0.0390","0.3790","0.000000","0.1380","0.964","111.997","audio_features","3IEvQ1CzszUJtTRLmmMJ2X","spotify:track:3IEvQ1CzszUJtTRLmmMJ2X","https://api.spotify.com/v1/tracks/3IEvQ1CzszUJtTRLmmMJ2X","https://api.spotify.com/v1/audio-analysis/3IEvQ1CzszUJtTRLmmMJ2X","174213","3","Mexico","",""
"15","LINDA","[5eumcnUkdmGvkvcsx1WFNG, 6pV5zH2LzjOUHaAvENdMMa]","0.911","0.761","6","-6.712","0","0.0507","0.1350","0.000035","0.1630","0.948","124.983","audio_features","7qXptgpZGo8AFPhJCBVLFE","spotify:track:7qXptgpZGo8AFPhJCBVLFE","https://api.spotify.com/v1/tracks/7qXptgpZGo8AFPhJCBVLFE","https://api.spotify.com/v1/audio-analysis/7qXptgpZGo8AFPhJCBVLFE","224210","4","Mexico","",""
"16","LOS CUADROS","[12GqGscKJx3aE4t07u7eVZ, 5eumcnUkdmGvkvcsx1WFNG]","0.782","0.539","11","-10.680","1","0.0716","0.3190","0.000000","0.0905","0.939","122.149","audio_features","41EOhpn50qvd8iZSKw531W","spotify:track:41EOhpn50qvd8iZSKw531W","https://api.spotify.com/v1/tracks/41EOhpn50qvd8iZSKw531W","https://api.spotify.com/v1/audio-analysis/41EOhpn50qvd8iZSKw531W","160424","3","Mexico","",""
"17","Si No Quieres No","[0pePYDrJGk8gqMRbXrLJC8, 6pV5zH2LzjOUHaAvENdMMa]","0.786","0.786","4","-6.372","0","0.0512","0.4450","0.000002","0.0947","0.611","100.123","audio_features","1C84d9abZVKWHT2YYpoean","spotify:track:1C84d9abZVKWHT2YYpoean","https://api.spotify.com/v1/tracks/1C84d9abZVKWHT2YYpoean","https://api.spotify.com/v1/audio-analysis/1C84d9abZVKWHT2YYpoean","147011","1","Mexico","",""
"18","EL AMOR DE SU VIDA","[6XkjpgcEsYab502Vr1bBeW, 1dKdetem2xEmjgvyymzytS]","0.616","0.834","9","-3.069","1","0.0664","0.0600","0.000000","0.3380","0.746","151.701","audio_features","0O3U5iwTbiXCREMkvotJuN","spotify:track:0O3U5iwTbiXCREMkvotJuN","https://api.spotify.com/v1/tracks/0O3U5iwTbiXCREMkvotJuN","https://api.spotify.com/v1/audio-analysis/0O3U5iwTbiXCREMkvotJuN","165848","4","Mexico","",""
"19","BLANCA ROSITA Y MARIA","[5eumcnUkdmGvkvcsx1WFNG]","0.767","0.656","11","-6.804","0","0.0561","0.3000","0.002350","0.1390","0.684","129.990","audio_features","1wsDxqEDpsvNCatbXHjOje","spotify:track:1wsDxqEDpsvNCatbXHjOje","https://api.spotify.com/v1/tracks/1wsDxqEDpsvNCatbXHjOje","https://api.spotify.com/v1/audio-analysis/1wsDxqEDpsvNCatbXHjOje","200658","3","Mexico","",""
"20","HOLLYWOOD","[12GqGscKJx3aE4t07u7eVZ, 4Rh80sXmcG4xDP1r6dTNiQ]","0.707","0.683","3","-7.598","0","0.1910","0.7000","0.000006","0.1340","0.545","94.979","audio_features","5GTBdEjZe7zEDp1N0eCZE4","spotify:track:5GTBdEjZe7zEDp1N0eCZE4","https://api.spotify.com/v1/tracks/5GTBdEjZe7zEDp1N0eCZE4","https://api.spotify.com/v1/audio-analysis/5GTBdEjZe7zEDp1N0eCZE4","284864","3","Mexico","",""
"21","Si Antes Te Hubiera Conocido","[790FomKkXshlbRYZFtlgla]","0.924","0.668","11","-6.795","1","0.0469","0.4460","0.000594","0.0678","0.787","128.027","audio_features","6WatFBLVB0x077xWeoVc2k","spotify:track:6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k","https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k","195824","4","Mexico","",""
"22","QUEMA","[7j6DKwmjbxvpQO8h914uEz, 12GqGscKJx3aE4t07u7eVZ, 18dspUI6gqabm5XCC2RcUD]","0.819","0.861","0","-3.322","1","0.0491","0.0286","0.000836","0.0676","0.905","97.014","audio_features","0zNMdrDEs5N0JPQ7RYQZln","spotify:track:0zNMdrDEs5N0JPQ7RYQZln","https://api.spotify.com/v1/tracks/0zNMdrDEs5N0JPQ7RYQZln","https://api.spotify.com/v1/audio-analysis/0zNMdrDEs5N0JPQ7RYQZln","150928","4","Mexico","",""
"23","No Son Doritos","[0NlNru2YcUz6RbnpYGQz26, 0pePYDrJGk8gqMRbXrLJC8]","0.783","0.834","3","-4.623","0","0.0290","0.5390","0.000212","0.0903","0.920","139.995","audio_features","2ss1LK5Kfnjo5EUaCbsgZM","spotify:track:2ss1LK5Kfnjo5EUaCbsgZM","https://api.spotify.com/v1/tracks/2ss1LK5Kfnjo5EUaCbsgZM","https://api.spotify.com/v1/audio-analysis/2ss1LK5Kfnjo5EUaCbsgZM","160714","3","Mexico","",""
"24","Morena Canela","[2rmkQLzj0k4nZdQehOUByO]","0.658","0.614","10","-6.981","1","0.0324","0.1050","0.000022","0.0920","0.465","119.893","audio_features","0NsGFMIo2aNbAkJu48ndaf","spotify:track:0NsGFMIo2aNbAkJu48ndaf","https://api.spotify.com/v1/tracks/0NsGFMIo2aNbAkJu48ndaf","https://api.spotify.com/v1/audio-analysis/0NsGFMIo2aNbAkJu48ndaf","178337","3","Mexico","",""
"25","Cero Empatía","[1bfl0AU8SqmLkElptOprhC]","0.680","0.429","2","-4.807","0","0.0341","0.3420","0.000000","0.2410","0.589","140.149","audio_features","03MqlviAY1kvFqdaGl5Mhg","spotify:track:03MqlviAY1kvFqdaGl5Mhg","https://api.spotify.com/v1/tracks/03MqlviAY1kvFqdaGl5Mhg","https://api.spotify.com/v1/audio-analysis/03MqlviAY1kvFqdaGl5Mhg","189525","3","Mexico","",""
"26","Giza","[0elWFr7TW8piilVRYJUe4P, 3l9G1G9MxH6DaRhwLklaf5]","0.698","0.891","5","-5.003","0","0.0341","0.0942","0.000000","0.1330","0.696","124.054","audio_features","6KOnLTb1xLfKDAjMC43I76","spotify:track:6KOnLTb1xLfKDAjMC43I76","https://api.spotify.com/v1/tracks/6KOnLTb1xLfKDAjMC43I76","https://api.spotify.com/v1/audio-analysis/6KOnLTb1xLfKDAjMC43I76","177581","3","Mexico","",""
"27","Y LLORO","[7Gi6gjaWy3DxyilpF1a8Is]","0.728","0.589","7","-7.115","1","0.0376","0.4240","0.000008","0.1660","0.767","77.475","audio_features","6RcAHyC5sAUIbPTkhOQwd8","spotify:track:6RcAHyC5sAUIbPTkhOQwd8","https://api.spotify.com/v1/tracks/6RcAHyC5sAUIbPTkhOQwd8","https://api.spotify.com/v1/audio-analysis/6RcAHyC5sAUIbPTkhOQwd8","179013","4","Mexico","",""
