"id","title","artists_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","country"
"42","Harana","[2XHTklRsNMOOQT56Zm3WS4]","0.583","0.164","7","-22.101","1","0.0570","0.78800","0.000001","0.1090","0.470","150.770","audio_features","6UGrgPcISfwGeDikA4YpEv","spotify:track:6UGrgPcISfwGeDikA4YpEv","https://api.spotify.com/v1/tracks/6UGrgPcISfwGeDikA4YpEv","https://api.spotify.com/v1/audio-analysis/6UGrgPcISfwGeDikA4YpEv","182200","4","Philippines"
"43","Miss Miss","[7dFzqx2qyelGPiBKmdSEOT]","0.615","0.693","2","-9.661","1","0.0303","0.01310","0.000004","0.0852","0.850","118.006","audio_features","5mi8Oe95frx6LhvFioXE7t","spotify:track:5mi8Oe95frx6LhvFioXE7t","https://api.spotify.com/v1/tracks/5mi8Oe95frx6LhvFioXE7t","https://api.spotify.com/v1/audio-analysis/5mi8Oe95frx6LhvFioXE7t","265678","4","Philippines"
"44","Heaven Knows - This Angel Has Flown","[1EUmQM6xgUQLUkJVcvSdey]","0.582","0.506","4","-8.443","1","0.0274","0.26900","0.000064","0.0994","0.464","93.340","audio_features","0Qra8Ps4tJAZPqRXyehCjc","spotify:track:0Qra8Ps4tJAZPqRXyehCjc","https://api.spotify.com/v1/tracks/0Qra8Ps4tJAZPqRXyehCjc","https://api.spotify.com/v1/audio-analysis/0Qra8Ps4tJAZPqRXyehCjc","241147","4","Philippines"
"45","Saan?","[6AvnL2gWjNYs1hRVJx4huK]","0.596","0.785","4","-4.282","0","0.0363","0.18600","0.000000","0.1650","0.695","120.022","audio_features","61DuXKQqvXkxcrAIiNLIgR","spotify:track:61DuXKQqvXkxcrAIiNLIgR","https://api.spotify.com/v1/tracks/61DuXKQqvXkxcrAIiNLIgR","https://api.spotify.com/v1/audio-analysis/61DuXKQqvXkxcrAIiNLIgR","206500","4","Philippines"
"46","Hanggang Kailan - Umuwi Ka Na Baby","[1EUmQM6xgUQLUkJVcvSdey]","0.555","0.674","0","-5.523","1","0.0314","0.11600","0.000002","0.2560","0.395","146.381","audio_features","69u8qQcaA3o0A7Ko87juqp","spotify:track:69u8qQcaA3o0A7Ko87juqp","https://api.spotify.com/v1/tracks/69u8qQcaA3o0A7Ko87juqp","https://api.spotify.com/v1/audio-analysis/69u8qQcaA3o0A7Ko87juqp","261867","4","Philippines"
"47","Randomantic","[24fEOzlKhgSNLIcy9NdmwH]","0.707","0.767","0","-4.472","1","0.0315","0.03050","0.000000","0.3400","0.796","92.996","audio_features","3lOpUMMUskknPD3dJR2MkT","spotify:track:3lOpUMMUskknPD3dJR2MkT","https://api.spotify.com/v1/tracks/3lOpUMMUskknPD3dJR2MkT","https://api.spotify.com/v1/audio-analysis/3lOpUMMUskknPD3dJR2MkT","244520","4","Philippines"
"48","Diet Pepsi","[4gvjmrtzydbMpyJaXUtwvP]","0.669","0.561","10","-6.538","1","0.0411","0.49500","0.009620","0.0954","0.841","150.069","audio_features","6MzofobZt2dm0Kf1hTThFz","spotify:track:6MzofobZt2dm0Kf1hTThFz","https://api.spotify.com/v1/tracks/6MzofobZt2dm0Kf1hTThFz","https://api.spotify.com/v1/audio-analysis/6MzofobZt2dm0Kf1hTThFz","169698","4","Philippines"
"49","Jealous - Remix","[4Rxn7Im3LGfyRkY2FlHhWi, 0NIIxcxNHmOoyBx03SfTCD]","0.684","0.710","11","-3.619","0","0.0768","0.01320","0.000000","0.4440","0.439","93.006","audio_features","5NQJnRpJHRaupdegphntQT","spotify:track:5NQJnRpJHRaupdegphntQT","https://api.spotify.com/v1/tracks/5NQJnRpJHRaupdegphntQT","https://api.spotify.com/v1/audio-analysis/5NQJnRpJHRaupdegphntQT","222187","4","Philippines"
"0","APT.","[3eVa5w3URK5duf6eyVDbu9, 0du5cEVh5yTK9QJze8zA0C]","0.777","0.783","0","-4.477","0","0.2600","0.02830","0.000000","0.3550","0.939","149.027","audio_features","5vNRhkKd0yEAg8suGBpjeY","spotify:track:5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/tracks/5vNRhkKd0yEAg8suGBpjeY","https://api.spotify.com/v1/audio-analysis/5vNRhkKd0yEAg8suGBpjeY","169917","4","Saudi Arabia"
"1","Die With A Smile","[1HY2Jd0NmPuamShAr6KMms, 0du5cEVh5yTK9QJze8zA0C]","0.521","0.592","6","-7.777","0","0.0304","0.30800","0.000000","0.1220","0.535","157.969","audio_features","2plbrEY59IikOBgBGLjaoe","spotify:track:2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/tracks/2plbrEY59IikOBgBGLjaoe","https://api.spotify.com/v1/audio-analysis/2plbrEY59IikOBgBGLjaoe","251668","3","Saudi Arabia"
"2","BIRDS OF A FEATHER","[6qqNVTkY8uBg9cP3Jd7DAH]","0.747","0.507","2","-10.171","1","0.0358","0.20000","0.060800","0.1170","0.438","104.978","audio_features","6dOtVTDdiauQNBQEDOtlAB","spotify:track:6dOtVTDdiauQNBQEDOtlAB","https://api.spotify.com/v1/tracks/6dOtVTDdiauQNBQEDOtlAB","https://api.spotify.com/v1/audio-analysis/6dOtVTDdiauQNBQEDOtlAB","210373","4","Saudi Arabia"
"3","WILDFLOWER","[6qqNVTkY8uBg9cP3Jd7DAH]","0.467","0.247","6","-12.002","0","0.0431","0.61200","0.000271","0.1700","0.126","148.101","audio_features","3QaPy1KgI7nu9FJEQUgn6h","spotify:track:3QaPy1KgI7nu9FJEQUgn6h","https://api.spotify.com/v1/tracks/3QaPy1KgI7nu9FJEQUgn6h","https://api.spotify.com/v1/audio-analysis/3QaPy1KgI7nu9FJEQUgn6h","261467","4","Saudi Arabia"
"4","ايباه (ريمكس)","[3zdzuFF7IkJWWKLsIwAlzf]","0.691","0.758","0","-6.106","0","0.0965","0.46600","0.000000","0.3270","0.844","91.207","audio_features","0vGAjG4vLZmyZvnCWKW0WG","spotify:track:0vGAjG4vLZmyZvnCWKW0WG","https://api.spotify.com/v1/tracks/0vGAjG4vLZmyZvnCWKW0WG","https://api.spotify.com/v1/audio-analysis/0vGAjG4vLZmyZvnCWKW0WG","159168","4","Saudi Arabia"
"5","رحتي خنتيني وغدرتي وهانت العشره عليك","[7CLlOKuKAmd7uuSDeyLN0M]","0.502","0.656","1","-15.478","1","0.3430","0.57700","0.000000","0.2930","0.419","126.743","audio_features","5dzwBAYB1Y7Pn4qOOrLOcB","spotify:track:5dzwBAYB1Y7Pn4qOOrLOcB","https://api.spotify.com/v1/tracks/5dzwBAYB1Y7Pn4qOOrLOcB","https://api.spotify.com/v1/audio-analysis/5dzwBAYB1Y7Pn4qOOrLOcB","294359","4","Saudi Arabia"
"6","Alak Alak","[6nJJCgVQZCwUDgKsIwWNjM]","0.446","0.669","11","-10.462","0","0.1840","0.38500","0.000004","0.2980","0.768","204.015","audio_features","5okjGjbI5S9GON1fM0delO","spotify:track:5okjGjbI5S9GON1fM0delO","https://api.spotify.com/v1/tracks/5okjGjbI5S9GON1fM0delO","https://api.spotify.com/v1/audio-analysis/5okjGjbI5S9GON1fM0delO","319399","4","Saudi Arabia"
"7","المهزلة","[3LTg1uDlzgeNpapZviVVAF]","0.657","0.824","2","-5.722","0","0.1270","0.71600","0.000000","0.3280","0.700","106.149","audio_features","3iPUqYAqDdpnTmCF2FRFdX","spotify:track:3iPUqYAqDdpnTmCF2FRFdX","https://api.spotify.com/v1/tracks/3iPUqYAqDdpnTmCF2FRFdX","https://api.spotify.com/v1/audio-analysis/3iPUqYAqDdpnTmCF2FRFdX","262368","4","Saudi Arabia"
"8","No One Noticed","[2sSGPbdZJkaSE2AbcGOACx]","0.705","0.339","7","-10.612","1","0.0278","0.55200","0.081400","0.1200","0.457","97.989","audio_features","3siwsiaEoU4Kuuc9WKMUy5","spotify:track:3siwsiaEoU4Kuuc9WKMUy5","https://api.spotify.com/v1/tracks/3siwsiaEoU4Kuuc9WKMUy5","https://api.spotify.com/v1/audio-analysis/3siwsiaEoU4Kuuc9WKMUy5","236907","4","Saudi Arabia"
"9","Mantra","[250b0Wlc5Vk0CoUsaCY84M]","0.894","0.725","10","-4.984","0","0.0432","0.00434","0.000012","0.0815","0.838","116.988","audio_features","2CspwnypzT7rcWI9RfsoSb","spotify:track:2CspwnypzT7rcWI9RfsoSb","https://api.spotify.com/v1/tracks/2CspwnypzT7rcWI9RfsoSb","https://api.spotify.com/v1/audio-analysis/2CspwnypzT7rcWI9RfsoSb","136627","4","Saudi Arabia"
"10","Embrace It","[5HK6QtizXJzCmoYTkvFRik]","0.882","0.645","1","-7.233","1","0.0601","0.47500","0.000041","0.0570","0.788","114.933","audio_features","0io16MKpbeDIdYzmGpQaES","spotify:track:0io16MKpbeDIdYzmGpQaES","https://api.spotify.com/v1/tracks/0io16MKpbeDIdYzmGpQaES","https://api.spotify.com/v1/audio-analysis/0io16MKpbeDIdYzmGpQaES","104419","4","Saudi Arabia"
"11","Lammah","[6U4hHMBYGDF1f98bGjxC8U]","0.523","0.801","0","-5.076","1","0.0955","0.26400","0.000000","0.1150","0.616","110.147","audio_features","0Hk9OFVAxB6mxTtLmmFdkT","spotify:track:0Hk9OFVAxB6mxTtLmmFdkT","https://api.spotify.com/v1/tracks/0Hk9OFVAxB6mxTtLmmFdkT","https://api.spotify.com/v1/audio-analysis/0Hk9OFVAxB6mxTtLmmFdkT","221224","3","Saudi Arabia"
"12","Espresso","[74KM79TiuVKeVCqs8QtB0B]","0.699","0.776","0","-5.282","1","0.0293","0.13100","0.000005","0.2050","0.708","103.963","audio_features","2HRqTpkrJO5ggZyyK6NPWz","spotify:track:2HRqTpkrJO5ggZyyK6NPWz","https://api.spotify.com/v1/tracks/2HRqTpkrJO5ggZyyK6NPWz","https://api.spotify.com/v1/audio-analysis/2HRqTpkrJO5ggZyyK6NPWz","175459","4","Saudi Arabia"
"13","Aybaah","[748f0zL5X2KNapx8K93SUq]","0.617","0.670","9","-3.550","0","0.0983","0.70900","0.000000","0.2310","0.478","78.009","audio_features","5iyZWYdb4RmL94Ul9Nfta7","spotify:track:5iyZWYdb4RmL94Ul9Nfta7","https://api.spotify.com/v1/tracks/5iyZWYdb4RmL94Ul9Nfta7","https://api.spotify.com/v1/audio-analysis/5iyZWYdb4RmL94Ul9Nfta7","219266","4","Saudi Arabia"
"14","Timeless (with Playboi Carti)","[1Xyo4u8uXC1ZmMpatF05PJ, 699OTQXzgjhIYAHMy9RyPD]","0.769","0.722","11","-5.485","0","0.0507","0.05840","0.000003","0.1110","0.570","119.973","audio_features","1Es7AUAhQvapIcoh3qMKDL","spotify:track:1Es7AUAhQvapIcoh3qMKDL","https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL","https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL","256000","4","Saudi Arabia"
"15","حبيبي راح مسرع","[059BiSwXatlPKBSOWG6gIV]","0.279","0.951","6","-1.281","1","0.2200","0.44000","0.000000","0.6090","0.582","78.780","audio_features","15mtirqNB6IF1owL0WkIUg","spotify:track:15mtirqNB6IF1owL0WkIUg","https://api.spotify.com/v1/tracks/15mtirqNB6IF1owL0WkIUg","https://api.spotify.com/v1/audio-analysis/15mtirqNB6IF1owL0WkIUg","256743","4","Saudi Arabia"
"16","ويلي","[3LTg1uDlzgeNpapZviVVAF, 44eguFvAUWt2jsI2ZYWDYj]","0.338","0.606","2","-12.044","0","0.2250","0.29000","0.000000","0.0969","0.606","103.753","audio_features","3h4kEr2cagLR0HlqMyMS2H","spotify:track:3h4kEr2cagLR0HlqMyMS2H","https://api.spotify.com/v1/tracks/3h4kEr2cagLR0HlqMyMS2H","https://api.spotify.com/v1/audio-analysis/3h4kEr2cagLR0HlqMyMS2H","380256","4","Saudi Arabia"
"17","Who","[1oSPZhvZMIrWW5I41kPkkY]","0.660","0.756","0","-3.743","0","0.0320","0.00289","0.000000","0.1930","0.838","116.034","audio_features","7tI8dRuH2Yc6RuoTjxo4dU","spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/tracks/7tI8dRuH2Yc6RuoTjxo4dU","https://api.spotify.com/v1/audio-analysis/7tI8dRuH2Yc6RuoTjxo4dU","170888","4","Saudi Arabia"
"18","CHIHIRO","[6qqNVTkY8uBg9cP3Jd7DAH]","0.700","0.425","7","-12.531","1","0.0529","0.14400","0.879000","0.0830","0.521","110.015","audio_features","7BRD7x5pt8Lqa1eGYC4dzj","spotify:track:7BRD7x5pt8Lqa1eGYC4dzj","https://api.spotify.com/v1/tracks/7BRD7x5pt8Lqa1eGYC4dzj","https://api.spotify.com/v1/audio-analysis/7BRD7x5pt8Lqa1eGYC4dzj","303440","4","Saudi Arabia"
"19","اونه","[74KWopgkBxKlwFCAa6UawR, 2yLjdrrnFBawKrwLrNLyi7]","0.911","0.658","11","-6.701","0","0.2950","0.21400","0.000000","0.0871","0.458","115.001","audio_features","6ieb5VefKfuBdFc3Ziw5cX","spotify:track:6ieb5VefKfuBdFc3Ziw5cX","https://api.spotify.com/v1/tracks/6ieb5VefKfuBdFc3Ziw5cX","https://api.spotify.com/v1/audio-analysis/6ieb5VefKfuBdFc3Ziw5cX","128003","4","Saudi Arabia"
"20","FUNK DO BOUNCE (Slowed)","[09cKncAQn28NqTUORLMwSR]","0.818","0.920","6","2.194","0","0.0716","0.11100","0.001220","0.0879","0.793","110.449","audio_features","7IBqHkoP94VrgYKVns4eNz","spotify:track:7IBqHkoP94VrgYKVns4eNz","https://api.spotify.com/v1/tracks/7IBqHkoP94VrgYKVns4eNz","https://api.spotify.com/v1/audio-analysis/7IBqHkoP94VrgYKVns4eNz","107539","4","Saudi Arabia"
"21","FE!N (feat. Playboi Carti)","[0Y5tJX1MQlPlqiwlOH1tJY, 699OTQXzgjhIYAHMy9RyPD]","0.569","0.882","3","-2.777","0","0.0600","0.03160","0.000000","0.1420","0.201","148.038","audio_features","42VsgItocQwOQC3XWZ8JNA","spotify:track:42VsgItocQwOQC3XWZ8JNA","https://api.spotify.com/v1/tracks/42VsgItocQwOQC3XWZ8JNA","https://api.spotify.com/v1/audio-analysis/42VsgItocQwOQC3XWZ8JNA","191701","4","Saudi Arabia"
"22","ميت اني","[6DPTJXd1omQ1oTiR1Vy9CZ]","0.687","0.665","1","-5.399","0","0.1430","0.25000","0.000016","0.1620","0.627","103.958","audio_features","3MyX3ndru7RTKvLkMZJJeJ","spotify:track:3MyX3ndru7RTKvLkMZJJeJ","https://api.spotify.com/v1/tracks/3MyX3ndru7RTKvLkMZJJeJ","https://api.spotify.com/v1/audio-analysis/3MyX3ndru7RTKvLkMZJJeJ","246021","4","Saudi Arabia"
"23","Sailor Song","[1iCnM8foFssWlPRLfAbIwo]","0.494","0.413","11","-10.432","1","0.0254","0.68200","0.000067","0.1930","0.273","94.938","audio_features","2262bWmqomIaJXwCRHr13j","spotify:track:2262bWmqomIaJXwCRHr13j","https://api.spotify.com/v1/tracks/2262bWmqomIaJXwCRHr13j","https://api.spotify.com/v1/audio-analysis/2262bWmqomIaJXwCRHr13j","211979","4","Saudi Arabia"
"24","Sweater Weather","[77SW9BnxLY8rJ0RciFqkHh]","0.612","0.807","10","-2.810","1","0.0336","0.04950","0.017700","0.1010","0.398","124.053","audio_features","2QjOHCTQ1Jl3zawyYOpxh6","spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6","https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6","240400","4","Saudi Arabia"
"25","That’s So True","[4tuJ0bMpJh08umKkEXKUI5]","0.554","0.808","1","-4.169","1","0.0368","0.214000","0.000000","0.1590","0.3720","108.548","audio_features","7ne4VBA60CxGM75vw0EYad","spotify:track:7ne4VBA60CxGM75vw0EYad","https://api.spotify.com/v1/tracks/7ne4VBA60CxGM75vw0EYad","https://api.spotify.com/v1/audio-analysis/7ne4VBA60CxGM75vw0EYad","166300","4","Saudi Arabia"
"26","شلون بية","[5cLIxAVjEMmvPOZviDlhO4]","0.644","0.691","0","-8.993","0","0.0732","0.235000","0.000098","0.2610","0.4860","101.988","audio_features","4QlbWOnT3ZoR2mTsyg362u","spotify:track:4QlbWOnT3ZoR2mTsyg362u","https://api.spotify.com/v1/tracks/4QlbWOnT3ZoR2mTsyg362u","https://api.spotify.com/v1/audio-analysis/4QlbWOnT3ZoR2mTsyg362u","360056","4","Saudi Arabia"
"27","Apocalypse","[1QAJqy2dA3ihHBFIHRphZj]","0.369","0.468","5","-9.013","1","0.0273","0.020500","0.566000","0.1090","0.1800","94.434","audio_features","0yc6Gst2xkRu0eMLeRMGCX","spotify:track:0yc6Gst2xkRu0eMLeRMGCX","https://api.spotify.com/v1/tracks/0yc6Gst2xkRu0eMLeRMGCX","https://api.spotify.com/v1/audio-analysis/0yc6Gst2xkRu0eMLeRMGCX","290617","4","Saudi Arabia"
"28","I Wanna Be Yours","[7Ln80lUS6He07XvHI8qqHH]","0.464","0.417","0","-9.345","0","0.0256","0.136000","0.022000","0.0974","0.4790","67.528","audio_features","5XeFesFbtLpXzIVDNQP22n","spotify:track:5XeFesFbtLpXzIVDNQP22n","https://api.spotify.com/v1/tracks/5XeFesFbtLpXzIVDNQP22n","https://api.spotify.com/v1/audio-analysis/5XeFesFbtLpXzIVDNQP22n","183956","4","Saudi Arabia"
"29","Cry","[1QAJqy2dA3ihHBFIHRphZj]","0.408","0.398","7","-10.448","1","0.0277","0.758000","0.654000","0.1120","0.1650","142.834","audio_features","3p4hRhMcb6ch8OLtATMaLw","spotify:track:3p4hRhMcb6ch8OLtATMaLw","https://api.spotify.com/v1/tracks/3p4hRhMcb6ch8OLtATMaLw","https://api.spotify.com/v1/audio-analysis/3p4hRhMcb6ch8OLtATMaLw","256800","4","Saudi Arabia"
"30","هذا دمعك","[4PQeohrT8GInzKC3wJFGLa]","0.334","0.688","10","-5.447","0","0.0791","0.374000","0.002180","0.2640","0.4690","93.779","audio_features","6RodD6CVu4mHQRrQJD8XhP","spotify:track:6RodD6CVu4mHQRrQJD8XhP","https://api.spotify.com/v1/tracks/6RodD6CVu4mHQRrQJD8XhP","https://api.spotify.com/v1/audio-analysis/6RodD6CVu4mHQRrQJD8XhP","291657","4","Saudi Arabia"
"31","End of Beginning","[5p9HO3XC5P3BLxJs5Mtrhm]","0.689","0.454","2","-7.643","1","0.0584","0.035100","0.002590","0.0707","0.9120","159.982","audio_features","3qhlB30KknSejmIvZZLjOD","spotify:track:3qhlB30KknSejmIvZZLjOD","https://api.spotify.com/v1/tracks/3qhlB30KknSejmIvZZLjOD","https://api.spotify.com/v1/audio-analysis/3qhlB30KknSejmIvZZLjOD","159246","4","Saudi Arabia"
"32","One Of The Girls (with JENNIE, Lily Rose Depp)","[1Xyo4u8uXC1ZmMpatF05PJ, 250b0Wlc5Vk0CoUsaCY84M, 1pBLC0qVRTB5zVMuteQ9jJ]","0.264","0.640","8","-6.221","1","0.0442","0.039300","0.000002","0.1510","0.1900","84.828","audio_features","7CyPwkp0oE8Ro9Dd5CUDjW","spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW","https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW","244685","4","Saudi Arabia"
"33","X-SLIDE","[2vPnS0IpayC2RVFuQA08R4, 4jM6R2LK78dVTqHVUoA4li]","0.531","0.991","1","1.047","1","0.1020","0.118000","0.926000","0.1560","0.9610","145.054","audio_features","60AVJqYgyAlCckC6Nh2tgO","spotify:track:60AVJqYgyAlCckC6Nh2tgO","https://api.spotify.com/v1/tracks/60AVJqYgyAlCckC6Nh2tgO","https://api.spotify.com/v1/audio-analysis/60AVJqYgyAlCckC6Nh2tgO","79453","4","Saudi Arabia"
"34","Love Me Again","[3JsHnjpbhX4SnySpvpa9DK]","0.633","0.607","0","-6.182","0","0.0532","0.183000","0.000001","0.1670","0.3630","74.029","audio_features","2N0SPREDYqILVEFSsWF5N5","spotify:track:2N0SPREDYqILVEFSsWF5N5","https://api.spotify.com/v1/tracks/2N0SPREDYqILVEFSsWF5N5","https://api.spotify.com/v1/audio-analysis/2N0SPREDYqILVEFSsWF5N5","182293","4","Saudi Arabia"
"35","Gata Only","[7CvTknweLr9feJtRGrpDBy, 1Yj5Xey7kTwvZla8sqdsdE]","0.794","0.500","8","-8.454","0","0.0490","0.438000","0.000030","0.0905","0.6590","99.985","audio_features","2esZG2XFtuoWWA9AfDvSxy","spotify:track:2esZG2XFtuoWWA9AfDvSxy","https://api.spotify.com/v1/tracks/2esZG2XFtuoWWA9AfDvSxy","https://api.spotify.com/v1/audio-analysis/2esZG2XFtuoWWA9AfDvSxy","222000","4","Saudi Arabia"
"36","Seven (feat. Latto) (Explicit Ver.)","[6HaGTQPmzraVmaVxvz6EUc, 3MdXrJWsbVzdn6fe5JYkSQ]","0.790","0.831","11","-4.185","1","0.0440","0.312000","0.000000","0.0797","0.8720","124.987","audio_features","2HRgqmZQC0MC7GeNuDIXHN","spotify:track:2HRgqmZQC0MC7GeNuDIXHN","https://api.spotify.com/v1/tracks/2HRgqmZQC0MC7GeNuDIXHN","https://api.spotify.com/v1/audio-analysis/2HRgqmZQC0MC7GeNuDIXHN","183551","4","Saudi Arabia"
"37","My Love Mine All Mine","[2uYWxilOVlUdk4oV9DvwqK]","0.504","0.308","9","-14.958","1","0.0321","0.868000","0.135000","0.1580","0.1210","113.950","audio_features","3vkCueOmm7xQDoJ17W1Pm3","spotify:track:3vkCueOmm7xQDoJ17W1Pm3","https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3","https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3","137773","4","Saudi Arabia"
"38","Taste","[74KM79TiuVKeVCqs8QtB0B]","0.674","0.907","3","-4.086","1","0.0640","0.101000","0.000000","0.2970","0.7210","112.964","audio_features","5G2f63n7IPVPPjfNIGih7Q","spotify:track:5G2f63n7IPVPPjfNIGih7Q","https://api.spotify.com/v1/tracks/5G2f63n7IPVPPjfNIGih7Q","https://api.spotify.com/v1/audio-analysis/5G2f63n7IPVPPjfNIGih7Q","157280","4","Saudi Arabia"
"39","GLORY","[1Sdc6ySbIvzO0X9vbyHzWm]","0.331","0.765","1","-6.789","1","0.0298","0.000421","0.879000","0.1090","0.0923","171.455","audio_features","2YZ7CJV3Q1OGh7ZL9PYWcP","spotify:track:2YZ7CJV3Q1OGh7ZL9PYWcP","https://api.spotify.com/v1/tracks/2YZ7CJV3Q1OGh7ZL9PYWcP","https://api.spotify.com/v1/audio-analysis/2YZ7CJV3Q1OGh7ZL9PYWcP","149522","4","Saudi Arabia"
"40","Not Like Us","[2YZyLoL8N0Wb9xBt1NhZWg]","0.898","0.472","1","-7.001","1","0.0776","0.010700","0.000000","0.1410","0.2140","101.061","audio_features","6AI3ezQ4o3HUoP6Dhudph3","spotify:track:6AI3ezQ4o3HUoP6Dhudph3","https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3","https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3","274192","4","Saudi Arabia"
"41","مغربية طيارة","[3j2RV0vrjqFRwKVrV2aWr7]","0.658","0.857","2","-9.457","0","0.0508","0.218000","0.000288","0.0809","0.9500","109.930","audio_features","48NMdaPvyptuPKCQMtKqoo","spotify:track:48NMdaPvyptuPKCQMtKqoo","https://api.spotify.com/v1/tracks/48NMdaPvyptuPKCQMtKqoo","https://api.spotify.com/v1/audio-analysis/48NMdaPvyptuPKCQMtKqoo","219611","4","Saudi Arabia"
"42","DRIP","[1SIocsqdEefUTE6XKGUiVS]","0.862","0.687","6","-5.215","1","0.0702","0.065000","0.000000","0.0862","0.7040","119.972","audio_features","198zDKzyktXRG1PGpidY9h","spotify:track:198zDKzyktXRG1PGpidY9h","https://api.spotify.com/v1/tracks/198zDKzyktXRG1PGpidY9h","https://api.spotify.com/v1/audio-analysis/198zDKzyktXRG1PGpidY9h","180846","4","Saudi Arabia"
"43","Softcore","[77SW9BnxLY8rJ0RciFqkHh]","0.575","0.568","9","-5.509","0","0.0300","0.048400","0.000417","0.2860","0.3700","93.986","audio_features","2K7xn816oNHJZ0aVqdQsha","spotify:track:2K7xn816oNHJZ0aVqdQsha","https://api.spotify.com/v1/tracks/2K7xn816oNHJZ0aVqdQsha","https://api.spotify.com/v1/audio-analysis/2K7xn816oNHJZ0aVqdQsha","206280","4","Saudi Arabia"
"44","HIGHEST IN THE ROOM","[0Y5tJX1MQlPlqiwlOH1tJY]","0.598","0.427","7","-8.764","0","0.0317","0.054600","0.000006","0.2100","0.0605","76.469","audio_features","3eekarcy7kvN4yt5ZFzltW","spotify:track:3eekarcy7kvN4yt5ZFzltW","https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW","https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW","175721","4","Saudi Arabia"
"45","KEEP UP","[7ITMCzIU9uII8gwRg8JAhc]","0.476","0.829","10","-3.806","0","0.0658","0.017200","0.009160","0.1670","0.5050","139.198","audio_features","2yR2sziCF4WEs3klW1F38d","spotify:track:2yR2sziCF4WEs3klW1F38d","https://api.spotify.com/v1/tracks/2yR2sziCF4WEs3klW1F38d","https://api.spotify.com/v1/audio-analysis/2yR2sziCF4WEs3klW1F38d","133227","4","Saudi Arabia"
"46","i like the way you kiss me","[0PCCGZ0wGLizHt2KZ7hhA2]","0.599","0.946","11","-4.263","1","0.0447","0.000938","0.010600","0.0826","0.7470","151.647","audio_features","3JG1uFc40wfyrqaWC7iv0e","spotify:track:3JG1uFc40wfyrqaWC7iv0e","https://api.spotify.com/v1/tracks/3JG1uFc40wfyrqaWC7iv0e","https://api.spotify.com/v1/audio-analysis/3JG1uFc40wfyrqaWC7iv0e","142515","4","Saudi Arabia"
"47","Good Luck, Babe!","[7GlBOeep6PqTfFi59PTUUN]","0.700","0.582","11","-5.960","0","0.0356","0.050200","0.000000","0.0881","0.7850","116.712","audio_features","0WbMK4wrZ1wFSty9F7FCgu","spotify:track:0WbMK4wrZ1wFSty9F7FCgu","https://api.spotify.com/v1/tracks/0WbMK4wrZ1wFSty9F7FCgu","https://api.spotify.com/v1/audio-analysis/0WbMK4wrZ1wFSty9F7FCgu","218424","4","Saudi Arabia"
"48","Cigarettes out the Window","[0Y6dVaC9DZtPNH4591M42W]","0.625","0.659","0","-5.669","1","0.0337","0.120000","0.000000","0.1700","0.5940","113.551","audio_features","6QeYSvYqYUsfBzsApbjDHO","spotify:track:6QeYSvYqYUsfBzsApbjDHO","https://api.spotify.com/v1/tracks/6QeYSvYqYUsfBzsApbjDHO","https://api.spotify.com/v1/audio-analysis/6QeYSvYqYUsfBzsApbjDHO","198961","4","Saudi Arabia"
"49","Ransom","[4Ga1P7PMIsmqEZqhYZQgDo]","0.745","0.642","7","-6.257","0","0.2870","0.020400","0.000000","0.0658","0.2260","179.974","audio_features","1lOe9qE0vR9zwWQAOk6CoO","spotify:track:1lOe9qE0vR9zwWQAOk6CoO","https://api.spotify.com/v1/tracks/1lOe9qE0vR9zwWQAOk6CoO","https://api.spotify.com/v1/audio-analysis/1lOe9qE0vR9zwWQAOk6CoO","131240","4","Saudi Arabia"
